FIPS,State,County,Low_Access_Overall,Low_Access_Low_income,Low_Access_Children,Low_Access_Senior,Grocery,Supercenter,Convenience,Specialized,SNAP_store,WIC_store,Fast_food,Full_service,Assistance,Low_insecurity,Very_low_insecurity,Recreation_facility
1001,AL,Autauga,32.06225475,11.991125,8.460485386,3.996278765,0.072208683,0.0180522,0.5415651229999999,0.0361043,0.884221137,0.09006739999999999,0.649878148,0.523512952,1.055597277,17.6,7.3,0.090260854
1003,AL,Baldwin,16.76748933,5.424426597,3.8449360410000004,3.061840062,0.14491957,0.0299834,0.589672732,0.12992789,1.0500423909999999,0.1415168,0.659633903,1.104387065,1.055597277,17.6,7.3,0.12493066300000001
1005,AL,Barbour,22.10556007,10.73966657,3.758341321,3.001694513,0.185963477,0.037192699999999995,0.706661212,0.074385391,1.502021909,0.2573435,0.818239298,0.55789043,1.055597277,17.6,7.3,0.0
1007,AL,Bibb,4.230324421000001,2.601627008,1.0152418509999999,0.600865071,0.22216297899999998,0.044432599999999996,0.666488936,0.044432599999999996,0.927438915,0.2212683,0.22216297899999998,0.22216297899999998,1.055597277,17.6,7.3,0.044432599999999996
1009,AL,Blount,6.497380137,2.880149823,1.58872006,0.882583096,0.103951905,0.0173253,0.46778357200000004,0.0,1.109108567,0.1037596,0.363831667,0.259879762,1.055597277,17.6,7.3,0.051976
1011,AL,Bullock,37.95034236,19.74335074,5.6506816010000005,5.190941491,0.185804534,0.0,0.2787068,0.0,1.158077598,0.190949,0.2787068,0.092902267,1.055597277,17.6,7.3,0.0
1013,AL,Butler,6.226804584,2.9261219310000004,1.260992579,1.216251206,0.147812377,0.049270800000000003,1.034686638,0.0,1.550155044,0.1969764,0.837603469,0.492707923,1.055597277,17.6,7.3,0.049270800000000003
1015,AL,Calhoun,23.43385181,9.178566583,5.201704017,3.757474335,0.23292729199999998,0.0258808,0.638393319,0.0086269,1.361125946,0.16198339999999997,0.888574485,0.66427413,1.055597277,17.6,7.3,0.060388599999999994
1017,AL,Chambers,20.84321414,10.32855828,4.662732281,3.7013984360000003,0.205423172,0.0293462,0.67496185,0.0586923,1.152380109,0.17613900000000002,0.763000352,0.469538678,1.055597277,17.6,7.3,0.0
1019,AL,Cherokee,0.39833198200000003,0.2211124,0.072136677,0.053018598,0.19203441300000001,0.0384069,0.691323885,0.0384069,1.360544205,0.23058299999999998,0.576103238,0.42247570799999995,1.055597277,17.6,7.3,0.0384069
1021,AL,Chilton,3.368006577,1.460530961,0.772288622,0.564706257,0.136577815,0.022763,0.773940953,0.068288908,1.7295919659999999,0.159748,0.455259384,0.409733446,1.055597277,17.6,7.3,0.0455259
1023,AL,Choctaw,19.50281549,7.290419052000001,4.023045452,3.2677715939999996,0.22517451,0.0,0.900698041,0.0,1.462325811,0.22005429999999995,0.45034902,0.37529085,1.055597277,17.6,7.3,0.0
1025,AL,Clarke,22.11483889,11.1547123,5.896632407999999,3.2616907019999997,0.20044097,0.080176388,0.521146522,0.080176388,1.84486711,0.3179524,1.042293045,0.60132291,1.055597277,17.6,7.3,0.120264582
1027,AL,Clay,4.613414585,2.32687988,1.028049402,0.785236852,0.22136954,0.0,0.516528926,0.073789847,1.111769915,0.2232974,0.295159386,0.442739079,1.055597277,17.6,7.3,0.0
1029,AL,Cleburne,5.27341132,2.07171577,1.259161572,0.748562982,0.132625995,0.0,0.663129973,0.0,1.2061109540000001,0.337109,0.530503979,0.132625995,1.055597277,17.6,7.3,0.066312997
1031,AL,Coffee,20.99400573,5.98120314,5.144449659,2.208955804,0.098214461,0.0196429,0.53035809,0.0196429,1.034630895,0.1560915,0.667858335,0.550000982,1.055597277,17.6,7.3,0.07857156900000001
1033,AL,Colbert,20.38595264,6.551704535,4.790221906,3.4320937419999997,0.18334158399999997,0.018334200000000002,0.78836881,0.055002499999999996,1.494023919,0.1469346,0.953376235,0.696698018,1.055597277,17.6,7.3,0.11000495
1035,AL,Conecuh,26.90020744,13.22977626,5.253773645,5.667538576,0.157853197,0.0,1.1049723759999999,0.0,1.452198505,0.0770357,0.5524861879999999,0.31570639300000003,1.055597277,17.6,7.3,0.0
1037,AL,Coosa,24.51625213,10.12480749,4.336999536,4.895999954,0.091861106,0.0,0.734888848,0.0,0.472545117,0.091191,0.091861106,0.0,1.055597277,17.6,7.3,0.0
1039,AL,Covington,9.980464049,4.370326751,2.07591947,1.92933503,0.158252888,0.0263755,0.923141847,0.052751,1.6284905669999998,0.23712289999999997,0.633011552,0.474758664,1.055597277,17.6,7.3,0.079126444
1041,AL,Crenshaw,37.96178978,17.03906038,9.192671846,5.455149518,0.214638334,0.0,0.50082278,0.0,1.653130174,0.355038,0.357730557,0.429276669,1.055597277,17.6,7.3,0.0
1043,AL,Cullman,7.33809691,3.10960625,1.7822768169999998,1.263053349,0.18452681199999998,0.012301799999999998,0.602787585,0.0492071,1.236798406,0.1367479,0.651994735,0.590485798,1.055597277,17.6,7.3,0.036905400000000005
1045,AL,Dale,27.933713,10.55938033,8.246732551000001,2.715721724,0.161668418,0.020208599999999997,0.646673672,0.0,1.137610197,0.1585917,0.687090777,0.6062565679999999,1.055597277,17.6,7.3,0.0404171
1047,AL,Dallas,17.43509098,11.55627093,4.431511993,2.8455496819999997,0.19179592899999998,0.0239745,0.743209225,0.0,1.749650121,0.233296,0.45551533200000005,0.359617367,1.055597277,17.6,7.3,0.047949
1049,AL,DeKalb,3.7686546880000003,2.166964609,1.251612404,0.36317940200000004,0.19700274399999998,0.0140716,0.703581228,0.0422149,1.269393563,0.1547552,0.605079856,0.43622036200000003,1.055597277,17.6,7.3,0.0422149
1051,AL,Elmore,18.99596054,6.9430217139999995,4.048963833,1.9331928319999998,0.123491856,0.024698400000000002,0.691554392,0.0,1.014682293,0.12402490000000001,0.555713351,0.469269052,1.055597277,17.6,7.3,0.0493967
1053,AL,Escambia,13.2017417,7.219940028,3.1367326460000005,2.20185604,0.106008004,0.026501999999999998,0.7685580259999999,0.0,1.24575913,0.15791970000000002,0.715554024,0.530040018,1.055597277,17.6,7.3,0.053003999999999996
1055,AL,Etowah,22.30185466,9.400616626,4.72375356,4.3509874680000005,0.125566256,0.0193179,0.6568081060000001,0.048294699999999996,1.248001218,0.1628477,0.7630564759999999,0.550559736,1.055597277,17.6,7.3,0.086930485
1057,AL,Fayette,2.362895151,1.354458699,0.526259486,0.41401506600000004,0.29631385600000004,0.059262800000000004,0.47410216899999996,0.0,1.027438641,0.29441209999999995,0.53336494,0.53336494,1.055597277,17.6,7.3,0.0
1059,AL,Franklin,11.55514048,4.120619393999999,2.897740583,1.5668730309999999,0.25315654600000004,0.031644599999999995,0.506313091,0.031644599999999995,1.264702201,0.2203961,0.5696022279999999,0.506313091,1.055597277,17.6,7.3,0.094933705
1061,AL,Geneva,2.259027229,0.930784798,0.503546013,0.348575211,0.37436358200000003,0.0,0.524109015,0.0374364,1.390245676,0.25992350000000003,0.37436358200000003,0.41179994,1.055597277,17.6,7.3,0.0
1063,AL,Greene,32.75833067,21.34247572,7.972493405,5.257263689,0.233836081,0.0,1.403016485,0.0,3.6808359619999997,0.22532670000000002,0.11691804,0.233836081,1.055597277,17.6,7.3,0.0
1065,AL,Hale,11.83084613,4.647506988,2.718869413,1.8717534809999998,0.19757639600000002,0.0,0.9878819809999999,0.0,1.203852296,0.19495710000000002,0.461011591,0.263435195,1.055597277,17.6,7.3,0.06585879900000001
1067,AL,Henry,4.655371795,2.14216797,0.8482048000000001,1.0116582029999999,0.17452007,0.0,0.872600349,0.05817340000000001,0.8739221690000001,0.1735408,0.581733566,0.639906923,1.055597277,17.6,7.3,0.0
1069,AL,Houston,18.06134011,6.282605938,4.417500651,2.443983911,0.15356118,0.0287927,0.64303744,0.0575854,1.431921244,0.2030908,0.930964652,0.739013177,1.055597277,17.6,7.3,0.067183016
1071,AL,Jackson,7.9263658260000005,3.272510542,1.80611402,1.225476131,0.208867369,0.018987900000000002,0.892433305,0.0,1.1507921220000001,0.2074728,0.550650337,0.474698566,1.055597277,17.6,7.3,0.0
1073,AL,Jefferson,31.23287577,12.27159061,7.575607913,3.944113475,0.163439988,0.028753300000000002,0.694619949,0.05296669999999999,0.9840475320000001,0.1424223,0.9715599290000001,0.5690132920000001,1.055597277,17.6,7.3,0.105933326
1075,AL,Lamar,1.578911098,0.75067659,0.360368005,0.26080664600000003,0.212977424,0.0,0.638932273,0.0,1.077741027,0.28052459999999996,0.42595484899999997,0.7099247479999999,1.055597277,17.6,7.3,0.0
1077,AL,Lauderdale,13.45726597,5.038074088,2.7414902239999996,2.185749808,0.18260720100000002,0.0214832,0.5370800029999999,0.0214832,1.072380304,0.1728945,0.773395205,0.751912005,1.055597277,17.6,7.3,0.096674401
1079,AL,Lawrence,4.799919493,2.1224881730000003,1.166948855,0.7258393120000001,0.149356274,0.029871299999999996,0.567553843,0.029871299999999996,1.11298275,0.1773154,0.477940078,0.5078113329999999,1.055597277,17.6,7.3,0.0597425
1081,AL,Lee,26.26500879,12.24950372,5.3823103670000005,1.914240283,0.110207125,0.0194483,0.492690675,0.0194483,0.704442382,0.1018627,0.82979482,0.706622152,1.055597277,17.6,7.3,0.0518622
1083,AL,Limestone,11.28194737,3.518353856,2.061040867,1.7168953919999999,0.099133136,0.0110148,0.616828401,0.0220296,0.894849777,0.10267639999999999,0.561754436,0.429576922,1.055597277,17.6,7.3,0.066088757
1085,AL,Lowndes,22.478665300000003,13.06214495,6.294810846,3.138164179,0.283553875,0.0,0.56710775,0.0,1.930874705,0.18421289999999998,0.0,0.189035917,1.055597277,17.6,7.3,0.09451795800000001
1087,AL,Macon,37.52927142,21.63866443,8.003133132,4.923308168,0.20592020600000002,0.0,0.720720721,0.0,1.529293895,0.1947894,0.46332046299999996,0.10296010300000001,1.055597277,17.6,7.3,0.0
1089,AL,Madison,26.44597413,7.467345122999999,6.330115117999999,2.935312513,0.125606981,0.0342564,0.608051978,0.0371112,0.8852359059999999,0.102017,0.9420523609999999,0.6451631320000001,1.055597277,17.6,7.3,0.139880502
1091,AL,Marengo,24.37345136,12.62897065,5.9786264870000005,3.980894807,0.149179513,0.0497265,0.994530085,0.0,1.626594782,0.2941032,0.94480358,0.447538538,1.055597277,17.6,7.3,0.0497265
1093,AL,Marion,6.269273851,3.254542626,1.3814768380000002,1.1953005190000001,0.099104754,0.06606983599999999,0.79283803,0.0330349,1.166744471,0.2308174,0.561593604,0.660698358,1.055597277,17.6,7.3,0.06606983599999999
1095,AL,Marshall,11.27167399,5.187505411,3.074623697,1.420854639,0.22190287,0.031700400000000004,0.750243036,0.031700400000000004,1.250564814,0.1477167,0.750243036,0.6340081999999999,1.055597277,17.6,7.3,0.0422672
1097,AL,Mobile,25.12606624,10.265925300000001,6.386688535,3.313877222,0.144535475,0.0216803,0.55164373,0.0602231,1.342699289,0.13287079999999998,0.60945792,0.522736635,1.055597277,17.6,7.3,0.072267738
1099,AL,Monroe,24.76001675,12.83952666,6.142423392,4.068929863999999,0.27338588399999997,0.0455643,0.68346471,0.0,1.254064083,0.2654632,0.410078826,0.45564314,1.055597277,17.6,7.3,0.0455643
1101,AL,Montgomery,28.85411116,14.57214106,7.706013658,2.98371183,0.163580015,0.026526499999999998,0.623372489,0.0574741,1.095653176,0.12166030000000001,0.928427112,0.623372489,1.055597277,17.6,7.3,0.08400054800000001
1103,AL,Morgan,12.98374724,4.084201812,3.2820767089999996,1.830147466,0.133771435,0.016721400000000004,0.7942678940000001,0.033442900000000005,1.243572116,0.1495079,0.827710753,0.560167883,1.055597277,17.6,7.3,0.075246432
1105,AL,Perry,8.323571677999999,4.885117508,1.5037063240000001,2.0549358719999997,0.407083249,0.0,0.610624873,0.0,1.8800919059999999,0.39288870000000004,0.10177081199999999,0.610624873,1.055597277,17.6,7.3,0.0
1107,AL,Pickens,2.6797257169999997,0.89215884,0.522590317,0.497201141,0.19641541899999998,0.0,0.39283083700000004,0.0,1.328478694,0.3607318,0.39283083700000004,0.294623128,1.055597277,17.6,7.3,0.0491039
1109,AL,Pike,13.78612462,6.304344574,3.0675235360000004,1.512726301,0.17969990100000002,0.02995,0.5989996710000001,0.0,1.442047715,0.2109578,0.9883494559999999,0.658899638,1.055597277,17.6,7.3,0.0599
1111,AL,Randolph,14.72801232,6.815483082999999,3.535657063,2.291867952,0.133102622,0.044367500000000004,0.798615733,0.088735081,1.324386358,0.1764057,0.399307866,0.310572785,1.055597277,17.6,7.3,0.0
1113,AL,Russell,11.75865619,5.546703227999999,2.7490960760000003,1.755077922,0.20131526,0.0167763,0.637498322,0.0,1.22051847,0.19024560000000001,0.7381559520000001,0.352301704,1.055597277,17.6,7.3,0.0503288
1115,AL,St. Clair,5.457203496,1.567858407,1.311555276,0.7149739479999999,0.16148194300000002,0.034603300000000004,0.645927771,0.0,0.8975334759999999,0.1407839,0.5651868,0.5075146779999999,1.055597277,17.6,7.3,0.0230688
1117,AL,Shelby,24.15476247,4.302479798999999,6.3735492229999995,2.663068869,0.125813554,0.024194900000000002,0.474220319,0.019355900000000002,0.65520221,0.1293912,0.6822965809999999,0.6387457360000001,1.055597277,17.6,7.3,0.13065253699999999
1119,AL,Sumter,16.74435355,10.37288563,3.935791814,2.938154485,0.227859638,0.0,1.2912046179999999,0.0,2.1472392080000002,0.372384,0.53167249,0.45571927700000003,1.055597277,17.6,7.3,0.07595321299999999
1121,AL,Talladega,13.41384507,5.854664594,3.107431267,1.890217993,0.110671159,0.024593599999999997,0.8976660679999999,0.0,1.310812354,0.1467675,0.602542977,0.454981432,1.055597277,17.6,7.3,0.0
1123,AL,Tallapoosa,8.373536279,4.324954396,1.8122277080000002,1.6583673840000002,0.145754889,0.0242925,0.874529333,0.0,1.276794314,0.19432570000000002,0.48584963,0.412972185,1.055597277,17.6,7.3,0.0242925
1125,AL,Tuscaloosa,17.9082999,6.494042565,3.928673414,2.013475413,0.10385140300000001,0.019781200000000002,0.553874152,0.0148359,0.9315775629999999,0.1107777,0.796194093,0.543983542,1.055597277,17.6,7.3,0.084070184
1127,AL,Walker,11.72531766,5.210069744,2.6488280140000002,1.7338469980000002,0.152739381,0.030547900000000003,0.6873272140000001,0.0,1.262179255,0.1510095,0.626231461,0.519313895,1.055597277,17.6,7.3,0.061095800000000006
1129,AL,Washington,8.411904598,3.583565886,2.264984955,1.305374505,0.118807176,0.0,0.5346322920000001,0.0,1.133922219,0.2337951,0.178210764,0.356421528,1.055597277,17.6,7.3,0.0
1131,AL,Wilcox,42.82029621,30.46474603,11.45350637,6.397996582999999,0.630744278,0.0,0.720850604,0.0,2.548698425,0.5248885,0.45053162700000005,0.45053162700000005,1.055597277,17.6,7.3,0.0
1133,AL,Winston,5.959127003,2.655012846,1.353212065,1.074236611,0.33126294,0.0,0.745341615,0.0,1.3442554469999999,0.29036009999999995,0.414078675,0.621118012,1.055597277,17.6,7.3,0.0414079
2013,AK,Aleutians East,70.13690004,34.93750965,7.004138687999999,3.12002544,1.19047619,0.0,0.0,0.0,1.5169903040000001,0.9490668,0.297619048,0.297619048,1.4607303040000001,13.3,4.4,0.0
2016,AK,Aleutians West,22.35621387,8.574047789,3.758949678,1.370470729,0.52173913,0.0,0.17391304300000002,0.0,0.708340704,0.5408329000000001,0.0,0.347826087,1.4607303040000001,13.3,4.4,0.0
2020,AK,Anchorage,27.42720787,5.113838821,7.034058975,1.859974179,0.106308761,0.0398658,0.19932892600000002,0.063120827,0.439314276,0.0837212,0.677718348,0.767416365,1.4607303040000001,13.3,4.4,0.136208099
2050,AK,Bethel,67.62395515,41.98759872,25.64819792,4.491107709,1.231251399,0.0,0.39176180899999996,0.0,3.005342722,0.9016116,0.39176180899999996,0.39176180899999996,1.4607303040000001,13.3,4.4,0.0
2060,AK,Bristol Bay,99.99999981,17.66323306,22.56770323,8.324974946000001,2.089864159,0.0,1.044932079,0.0,1.113585711,1.009082,0.0,2.089864159,1.4607303040000001,13.3,4.4,0.0
2068,AK,Denali,,22.93371496,22.50821481,7.502738229,0.0,0.0,2.082248829,0.0,0.0,0.0,1.041124414,3.64393545,1.4607303040000001,13.3,4.4,0.0
2070,AK,Dillingham,50.78418952,32.19756974,18.44477397,3.8580565410000003,1.2028869290000002,0.0,0.601443464,0.0,2.0185709,1.1918950000000001,0.200481155,0.40096231,1.4607303040000001,13.3,4.4,0.0
2090,AK,Fairbanks North Star,34.44562358,7.2768198779999995,9.146646992,1.9099101859999998,0.070453013,0.0402589,0.271747335,0.070453013,0.318075657,0.079783,0.49317109,0.654206548,1.4607303040000001,13.3,4.4,0.11071187699999999
2100,AK,Haines,20.68955887,7.4409816939999995,3.9321125,2.323875325,1.16913484,0.0,0.0,0.0,1.2019231320000001,0.7836989999999999,0.38971161299999996,2.33826968,1.4607303040000001,13.3,4.4,0.0
2105,AK,Hoonah-Angoon,99.39092036,38.76796357,19.44186054,13.34883716,0.0,0.0,0.0,0.0,2.887391806,0.9394082,0.0,0.0,1.4607303040000001,13.3,4.4,0.0
2110,AK,Juneau,32.17481344,5.906283329,8.289317979,2.2817906000000003,0.185150898,0.092575449,0.277726347,0.154292415,0.369594663,0.1535815,0.9566129729999999,0.894896007,1.4607303040000001,13.3,4.4,0.277726347
2122,AK,Kenai Peninsula,19.65484668,5.835360742000001,4.851854256,2.312815333,0.33056700899999997,0.034796499999999994,0.417558328,0.12178784599999999,0.803336382,0.1933216,0.678532282,1.3396663009999998,1.4607303040000001,13.3,4.4,0.173982637
2130,AK,Ketchikan Gateway,7.884536001,1.6138728740000001,1.9896944669999999,0.78583779,0.290128382,0.0,0.290128382,0.36266047700000004,0.5819875,0.21772260000000002,0.870385145,0.870385145,1.4607303040000001,13.3,4.4,0.21759628600000003
2150,AK,Kodiak Island,14.33680995,4.606255646,4.426788698,0.715914561,0.35750035799999996,0.0,0.071500072,0.143000143,0.728226066,0.2106889,0.500500501,0.786500787,1.4607303040000001,13.3,4.4,0.0
2164,AK,Lake and Peninsula,99.85810052,43.51634435,30.15028648,7.676383825,0.613120785,0.0,0.0,0.0,5.761843681,1.8137849999999998,0.0,0.0,1.4607303040000001,13.3,4.4,0.0
2170,AK,Matanuska-Susitna,25.8567957,7.623940923999999,7.063147438,2.155097696,0.10216383,0.0306491,0.21454404300000002,0.0306491,0.45992431,0.08517430000000001,0.439304469,0.51081915,1.4607303040000001,13.3,4.4,0.06129830000000001
2180,AK,Nome,55.58372986,38.09334495,20.96386088,3.401488927,1.731689926,0.0,0.101864113,0.0,2.924271345,1.8154310000000002,0.101864113,1.018641133,1.4607303040000001,13.3,4.4,0.0
2185,AK,North Slope,58.55972802,13.19718346,10.01833742,2.429202073,0.824487272,0.0,0.309182727,0.0,1.3533208369999998,0.8296174000000001,0.206121818,0.515304545,1.4607303040000001,13.3,4.4,0.103060909
2188,AK,Northwest Arctic,57.45132179,34.05510868,21.52001836,3.269320566,0.907088247,0.0,0.38875210600000004,0.0,2.86719656,1.7925740000000001,0.25916807,0.129584035,1.4607303040000001,13.3,4.4,0.0
2195,AK,Petersburg,4.724260753,0.662112296,1.270731903,0.385884079,0.0,0.0,0.0,0.0,1.587805629,0.7804371,0.0,0.0,1.4607303040000001,13.3,4.4,0.0
2198,AK,Prince of Wales-Hyder,31.6386517,14.76499609,6.520467322000001,3.510225605,0.0,0.0,0.0,0.0,1.260437965,0.6955312,0.0,0.0,1.4607303040000001,13.3,4.4,0.0
2220,AK,Sitka,18.37912129,4.132906236,4.513804851000001,1.834216705,0.449438202,0.0,0.224719101,0.0,0.453001142,0.3316383,0.449438202,0.898876404,1.4607303040000001,13.3,4.4,0.112359551
2230,AK,Skagway,0.30991257899999997,0.05050889099999999,0.0,0.072380551,0.0,0.0,0.0,0.0,0.91911763,0.0,0.0,0.0,1.4607303040000001,13.3,4.4,0.0
2240,AK,Southeast Fairbanks,47.27677444,18.82424123,11.33317873,5.331301596,0.43283797399999996,0.0,0.8656759490000001,0.0,1.018033743,0.41993279999999994,0.28855865,1.0099552729999999,1.4607303040000001,13.3,4.4,0.0
2261,AK,Valdez-Cordova,51.99990541,15.31539856,12.826686800000001,3.93888024,0.84317032,0.0,0.73777403,0.21079258,1.8172100780000002,0.5145621,0.94856661,1.5809443509999999,1.4607303040000001,13.3,4.4,0.21079258
2270,AK,Wade Hampton,61.87156458,41.8397067,25.92840863,3.6466014110000002,1.747815231,0.0,0.124843945,0.0,,2.048918,0.0,0.0,1.4607303040000001,13.3,4.4,0.0
2275,AK,Wrangell,21.55442949,6.5665819910000005,4.456595019,2.977694159,0.0,0.0,0.0,0.0,0.8295313120000001,0.8322929,0.0,0.0,1.4607303040000001,13.3,4.4,0.0
2282,AK,Yakutat,,25.35433057,24.47129914,9.667673829,3.1496062989999998,0.0,0.0,0.0,3.327786922,2.994012,0.0,0.0,1.4607303040000001,13.3,4.4,0.0
2290,AK,Yukon-Koyukuk,99.99999992,49.74586879,27.77380103,10.18253399,1.622498648,0.0,0.72111051,0.0,6.695620537000001,1.7331020000000001,0.0,0.180277628,1.4607303040000001,13.3,4.4,0.0
4001,AZ,Apache,70.53722718,47.39151395,22.38802614,8.379207347000001,0.125299326,0.0,0.556885894,0.0139221,0.7249152059999999,0.40986409999999995,0.222754358,0.250598652,0.623265889,19.2,7.4,0.0
4003,AZ,Cochise,42.04051833,14.4701918,9.015821474,7.853006862000001,0.149080409,0.023538999999999997,0.43939489,0.054924400000000005,0.779200137,0.12113139999999999,0.47862657700000005,0.753248384,0.623265889,19.2,7.4,0.062770699
4005,AZ,Coconino,30.82520863,13.83168032,8.292445714,3.4535293869999997,0.152525385,0.0217893,0.5592597429999999,0.0581049,0.730973423,0.169104,0.871573626,1.176624395,0.623265889,19.2,7.4,0.065368022
4007,AZ,Gila,32.55978155,15.82668414,7.359121287000001,7.177286847,0.131779589,0.037651300000000006,0.621246635,0.0188257,0.840241969,0.1693512,0.640072291,1.035411058,0.623265889,19.2,7.4,0.0188257
4009,AZ,Graham,37.33063613,19.00577286,11.13616792,3.6474060789999996,0.15807361,0.026345599999999997,0.44787522700000004,0.052691199999999994,0.691507757,0.13363270000000002,0.421529626,0.316147219,0.623265889,19.2,7.4,0.026345599999999997
4011,AZ,Greenlee,69.87743095,30.54644934,20.19303843,8.132718471,0.213995292,0.0,0.641985876,0.0,1.144283772,0.1136105,0.213995292,0.7489835220000001,0.623265889,19.2,7.4,0.0
4012,AZ,La Paz,43.17859152,18.95471346,4.323135434,20.9939352,0.346003658,0.0494291,0.8897236909999999,0.0494291,1.7719151969999998,0.3451506,0.7414364090000001,1.482872819,0.623265889,19.2,7.4,0.0
4013,AZ,Maricopa,13.39271425,4.399472615,3.201468485,2.253390752,0.120865406,0.023243299999999998,0.240752145,0.0496674,0.529107153,0.1062867,0.68041841,0.583285684,0.623265889,19.2,7.4,0.078538047
4015,AZ,Mohave,44.1297479,20.01212971,8.111663946,10.79270733,0.09342991,0.0196695,0.442562733,0.05900840000000001,0.7844130990000001,0.09836030000000001,0.5605794620000001,0.634339918,0.623265889,19.2,7.4,0.06884309200000001
4017,AZ,Navajo,38.540448100000006,25.00540788,11.95697195,4.210575773,0.129508515,0.0185012,0.527284669,0.0092506,0.8361660240000001,0.23343979999999998,0.499532844,0.721547442,0.623265889,19.2,7.4,0.0185012
4019,AZ,Pima,22.288072699999997,7.681117182,4.863711852,4.358750608999999,0.126429046,0.0129416,0.288696248,0.05176619999999999,0.642586231,0.0876668,0.608253129,0.648073301,0.623265889,19.2,7.4,0.116474003
4021,AZ,Pinal,21.49236328,7.203249921,4.01207675,4.748541371,0.072154021,0.0149284,0.186605228,0.024880700000000002,0.42528790200000005,0.07744630000000001,0.28612801600000004,0.271199598,0.623265889,19.2,7.4,0.0223926
4023,AZ,Santa Cruz,26.53610913,12.80790272,7.724476612,3.8127403139999996,0.17132455300000002,0.021415599999999996,0.364064675,0.128493415,0.674132884,0.1057015,0.578220366,0.856622765,0.623265889,19.2,7.4,0.0428311
